node,degree_centrality,pagerank,betweenness_centrality
CEO,0.0004488330341113106,0.0003524749554568431,0.0
Chief Executive Officer,0.0008976660682226212,0.0009526659867542061,0.0
Twitter,0.0008976660682226212,0.0003524749554568431,0.0
None,0.0008976660682226212,0.0006025545518307444,0.0
Social Media,0.0008976660682226212,0.0006025545518307444,0.0
Tech Company,0.0008976660682226212,0.0003524749554568431,0.0
Innovative Team,0.0004488330341113106,0.0005025227132811838,0.0
John Doe,0.0008976660682226212,0.0006025545518307444,0.0
South Africa,0.004039497307001795,0.0003524749554568431,0.0
1910,0.0008976660682226212,0.0004858507401895904,0.0
South African Government,0.0008976660682226212,0.0004458380047697663,0.0
President,0.0008976660682226212,0.0005358666594643707,0.0
Africa,0.0004488330341113106,0.00038581890164002996,0.0
South Africa Standard Time,0.0008976660682226212,0.0004358348209148102,0.0
Afrikaans,0.0008976660682226212,0.0004358348209148102,0.0
South African Rand,0.0008976660682226212,0.0004458380047697663,0.0
Democratic Republic,0.0008976660682226212,0.0005358666594643707,0.0
Zulu,0.0004488330341113106,0.00038581890164002996,0.0
University of Pennsylvania,0.0017953321364452424,0.0003524749554568431,0.0
1740,0.0004488330341113106,0.0004274988343690135,0.0
Ivy League,0.0004488330341113106,0.0004274988343690135,0.0
Benjamin Franklin,0.0004488330341113106,0.0004274988343690135,0.0
Amy Gutmann,0.0004488330341113106,0.0004274988343690135,0.0
Pretoria,0.0026929982046678637,0.0003524749554568431,0.0
Department of International Relations and Cooperation,0.0004488330341113106,0.0004024908747316233,0.0
City of Tshwane Metropolitan Municipality,0.0004488330341113106,0.0004024908747316233,0.0
Union Buildings,0.0004488330341113106,0.0004024908747316233,0.0
Administrative Capital,0.0004488330341113106,0.0004024908747316233,0.0
"Twitter, Inc.",0.0004488330341113106,0.0003524749554568431,0.0
X Corp.,0.0004488330341113106,0.0006525704711055247,0.0
Technology,0.0004488330341113106,0.0003524749554568431,0.0
Innovator,0.0004488330341113106,0.0006525704711055247,0.0
"Scranton, Pennsylvania",0.0004488330341113106,0.0003524749554568431,0.0
Manufacturing,0.0004488330341113106,0.0006525704711055247,0.0
Services,0.0013464991023339318,0.0003524749554568431,0.0
1989,0.0004488330341113106,0.00045250679400640363,0.0
Service Corporation International,0.0004488330341113106,0.00045250679400640363,0.0
Funeral Services,0.0004488330341113106,0.00045250679400640363,0.0
Central Standard Time,0.0008976660682226212,0.0003524749554568431,0.0
Canadian Dollar,0.0008976660682226212,0.0008026182289298655,0.0
Mexico,0.0013464991023339318,0.0006525704711055247,4.0308310203081327e-07
Sebastopol,0.0017953321364452424,0.0003524749554568431,0.0
Wine Production,0.0004488330341113106,0.0004274988343690135,0.0
Sebastopol City Hall,0.0004488330341113106,0.0004274988343690135,0.0
Sebastopol City Council,0.0004488330341113106,0.0004274988343690135,0.0
1857,0.0008976660682226212,0.000527530672918574,0.0
Reed College,0.0004488330341113106,0.0003524749554568431,0.0
Various Faculty and Staff,0.0004488330341113106,0.0006525704711055247,0.0
"University of California, Berkeley",0.0013464991023339318,0.0003524749554568431,0.0
1868,0.0008976660682226212,0.0006025545518307444,0.0
Public Research University,0.0004488330341113106,0.00045250679400640363,0.0
"Berkeley, California",0.0008976660682226212,0.0005525386325559641,0.0
Jamestown Settlement,0.0031418312387791743,0.0003524749554568431,0.0
The Virginia Company,0.0004488330341113106,0.0003953457434066548,0.0
Colonial National Historical Park,0.0004488330341113106,0.0003953457434066548,0.0
Historic Jamestowne,0.0004488330341113106,0.0003953457434066548,0.0
Jamestown,0.0008976660682226212,0.00044536166268143503,0.0
1607,0.0008976660682226212,0.00044536166268143503,0.0
Tourism,0.0013464991023339318,0.00045536484653639105,4.0308310203081327e-07
Visitor Center,0.0004488330341113106,0.0003953457434066548,0.0
Local Government,0.0004488330341113106,0.0003524749554568431,0.0
Mayor,0.0004488330341113106,0.0006525704711055247,0.0
San Antonio,0.0008976660682226212,0.0003524749554568431,0.0
USAA,0.0004488330341113106,0.0005025227132811838,0.0
1718,0.0004488330341113106,0.0005025227132811838,0.0
Princeton,0.0004488330341113106,0.0003524749554568431,0.0
1746,0.0004488330341113106,0.0006525704711055247,0.0
Alaska Standard Time,0.002244165170556553,0.0003524749554568431,0.0
Juneau,0.0004488330341113106,0.0004124940585865794,0.0
1959,0.0004488330341113106,0.0004124940585865794,0.0
Alaska State Government,0.0004488330341113106,0.0004124940585865794,0.0
Anchorage,0.0004488330341113106,0.0004124940585865794,0.0
U.S. Department of Homeland Security,0.0008976660682226212,0.0003524749554568431,0.0
Public Safety,0.0004488330341113106,0.0005025227132811838,0.0
Alejandro Mayorkas,0.0008976660682226212,0.0006025545518307444,0.0
State of Washington,0.0004488330341113106,0.0003524749554568431,0.0
1889,0.0013464991023339318,0.0009526659867542061,4.0308310203081327e-07
"Washington, D.C.",0.0004488330341113106,0.0003524749554568431,0.0
Federal District,0.0013464991023339318,0.0006525704711055247,4.0308310203081327e-07
Revolutionary Politics,0.0008976660682226212,0.0003524749554568431,0.0
Political Ideology,0.0004488330341113106,0.0005025227132811838,0.0
Caterpillar Inc.,0.002244165170556553,0.0003524749554568431,0.0
Jim Umpleby,0.0004488330341113106,0.0004124940585865794,0.0
Caterpillar Foundation,0.0004488330341113106,0.0004124940585865794,0.0
1925,0.0008976660682226212,0.00048751793749874983,0.0
Peoria,0.0004488330341113106,0.0004124940585865794,0.0
