node,degree_centrality,pagerank,betweenness_centrality
Elon Musk,0.0641025641025641,0.010039317725912857,0.0
CEO,0.02564102564102564,0.020278880692045583,0.0
South Africa,0.01282051282051282,0.011745911553601645,0.0
University of Pennsylvania,0.01282051282051282,0.011745911553601645,0.0
Pretoria,0.01282051282051282,0.011745911553601645,0.0
1971-06-28,0.01282051282051282,0.011745911553601645,0.0
Not publicly traded,0.05128205128205128,0.010039317725912857,0.0
Private Company,0.01282051282051282,0.012172560010523841,0.0
San Francisco,0.01282051282051282,0.012172560010523841,0.0
USD,0.01282051282051282,0.012172560010523841,0.0
Technology,0.02564102564102564,0.012948284477655109,0.0
United States Dollar,0.08974358974358974,0.010039317725912857,0.0
"Washington, D.C.",0.02564102564102564,0.012034037784250402,0.0
New York Stock Exchange,0.01282051282051282,0.011258313317119134,0.0
Federal Reserve,0.01282051282051282,0.011258313317119134,0.0
1792,0.01282051282051282,0.011258313317119134,0.0
Legal Tender,0.02564102564102564,0.019791282455563074,0.0
Finance,0.01282051282051282,0.011258313317119134,0.0
U.S. Department of the Treasury,0.01282051282051282,0.011258313317119134,0.0
English,0.11538461538461538,0.010039317725912857,0.0
British Council,0.01282051282051282,0.010987425407962183,0.0
Language of Science,0.01282051282051282,0.010987425407962183,0.0
Shakespeare's Works,0.01282051282051282,0.010987425407962183,0.0
Oxford University Press,0.01282051282051282,0.010987425407962183,0.0
The Adventures of Huckleberry Finn,0.01282051282051282,0.010987425407962183,0.0
Language,0.01282051282051282,0.010987425407962183,0.0
Global Lingua Franca,0.01282051282051282,0.010987425407962183,0.0
United Kingdom,0.01282051282051282,0.010987425407962183,0.0
International Business Language,0.01282051282051282,0.010987425407962183,0.0
Space Exploration Technologies Corp.,0.01282051282051282,0.010039317725912857,0.0
"SpaceX Services, Inc.",0.01282051282051282,0.018572286864356795,0.0
2002,0.05128205128205128,0.010039317725912857,0.0
US Dollar,0.038461538461538464,0.012948284477655109,0.000333000333000333
Year 2002,0.01282051282051282,0.012172560010523841,0.0
"January 1, 2002",0.01282051282051282,0.012172560010523841,0.0
USA,0.02564102564102564,0.02070552914896778,0.0
Aerospace,0.038461538461538464,0.010039317725912857,0.0
Aerospace Industry,0.01282051282051282,0.012883640772060837,0.0
Aerospace Engineer,0.01282051282051282,0.012883640772060837,0.0
Boeing,0.01282051282051282,0.012883640772060837,0.0
Hawthorne,0.10256410256410256,0.010039317725912857,0.0
Bowdoin College,0.01282051282051282,0.011105938868218349,0.0
Author,0.038461538461538464,0.01963890800666229,0.0001665001665001665
Short Story Writer,0.01282051282051282,0.011105938868218349,0.0
1804,0.01282051282051282,0.011105938868218349,0.0
Novelist,0.02564102564102564,0.027801119924481563,0.0
American Literature,0.01282051282051282,0.011105938868218349,0.0
Literary World,0.01282051282051282,0.011105938868218349,0.0
Romanticism Movement,0.01282051282051282,0.011105938868218349,0.0
United States,0.14102564102564102,0.010039317725912857,0.0
Sports,0.01282051282051282,0.010815042193044124,0.0
Joe Biden,0.01282051282051282,0.010815042193044124,0.0
North America,0.01282051282051282,0.010815042193044124,0.0
Telecommunications,0.01282051282051282,0.010815042193044124,0.0
Philadelphia,0.01282051282051282,0.010815042193044124,0.0
Apple Inc.,0.01282051282051282,0.010815042193044124,0.0
1776,0.01282051282051282,0.010815042193044124,0.0
Automotive,0.01282051282051282,0.010815042193044124,0.0
Red Hat,0.01282051282051282,0.010039317725912857,0.0
Innovator Organization,0.01282051282051282,0.010039317725912857,0.0
Innovator Country,0.01282051282051282,0.018572286864356795,0.0
Harvard Law School,0.01282051282051282,0.010039317725912857,0.0
Cambridge,0.01282051282051282,0.018572286864356795,0.0
National Breadstick Day,0.01282051282051282,0.010039317725912857,0.0
National Breadstick Day Committee,0.01282051282051282,0.018572286864356795,0.0
Standard Time,0.01282051282051282,0.010039317725912857,0.0
Canada,0.01282051282051282,0.018572286864356795,0.0
Powhatan Confederacy,0.01282051282051282,0.010039317725912857,0.0
Agriculture,0.01282051282051282,0.018572286864356795,0.0
Natural Resources,0.01282051282051282,0.010039317725912857,0.0
Earth,0.01282051282051282,0.018572286864356795,0.0
Parent Company ABC,0.01282051282051282,0.010039317725912857,0.0
University of Technology,0.01282051282051282,0.018572286864356795,0.0
1835-11-30,0.01282051282051282,0.010039317725912857,0.0
Dollar,0.01282051282051282,0.010039317725912857,0.0
East Timor,0.01282051282051282,0.018572286864356795,0.0
Fiat Currency,0.01282051282051282,0.010039317725912857,0.0
Reserve Currency,0.01282051282051282,0.02104568441521112,0.0
1956,0.01282051282051282,0.010039317725912857,0.0
