node,degree_centrality,pagerank,betweenness_centrality
Dave McKay,0.0005277044854881266,0.000426271651134691,0.0
1965-03-15,0.0005277044854881266,0.0007889266978268265,0.0
James Gorman,0.0010554089709762533,0.000426271651134691,0.0
1958-07-14,0.0005277044854881266,0.0006075991744807587,0.0
Australian,0.0010554089709762533,0.0006982629361537926,0.0
Sony Corporation,0.0021108179419525065,0.000426271651134691,0.0
Sony Group Corporation,0.0005277044854881266,0.0005169354128077249,0.0
1946-05-07,0.0005277044854881266,0.0005169354128077249,0.0
Masaru Ibuka,0.0005277044854881266,0.0005169354128077249,0.0
Kenichiro Yoshida,0.0005277044854881266,0.0005169354128077249,0.0
Luis Gallego,0.0005277044854881266,0.000426271651134691,0.0
1966-10-01,0.0005277044854881266,0.0007889266978268265,0.0
Brian Moynihan,0.0010554089709762533,0.000426271651134691,0.0
1959-10-25,0.0005277044854881266,0.0006075991744807587,0.0
"Marblehead, Massachusetts",0.0005277044854881266,0.0006075991744807587,0.0
Pat Gelsinger,0.0005277044854881266,0.000426271651134691,0.0
1960-03-05,0.0005277044854881266,0.0007889266978268265,0.0
Marc Benioff,0.0005277044854881266,0.000426271651134691,0.0
1964-09-25,0.0005277044854881266,0.0007889266978268265,0.0
Jane Fraser,0.0010554089709762533,0.000426271651134691,0.0
1967-07-01,0.0005277044854881266,0.0006075991744807587,0.0
St. Andrews,0.0005277044854881266,0.0006075991744807587,0.0
Current Position Title,0.0036939313984168864,0.000426271651134691,0.0
Publication Date,0.0005277044854881266,0.00047807951494785325,0.0
Release Date,0.0005277044854881266,0.00047807951494785325,0.0
Creative Designs Co.,0.0005277044854881266,0.00047807951494785325,0.0
Series Name,0.0005277044854881266,0.00047807951494785325,0.0
Language Name,0.0010554089709762533,0.0005385220227298758,0.0
Developing Organization Name,0.0005277044854881266,0.00047807951494785325,0.0
Author Name,0.0005277044854881266,0.00047807951494785325,0.0
Robert Noyce,0.0010554089709762533,0.000426271651134691,0.0
1927-12-12,0.0005277044854881266,0.0006075991744807587,0.0
"Burlingame, California",0.0005277044854881266,0.0006075991744807587,0.0
Larry Page,0.0005277044854881266,0.000426271651134691,0.0
"March 26, 1973",0.0005277044854881266,0.0007889266978268265,0.0
IAG,0.0010554089709762533,0.000426271651134691,0.0
Insurance,0.0005277044854881266,0.0006075991744807587,0.0
IAG Group,0.0005277044854881266,0.0006075991744807587,0.0
Chuck Robbins,0.0010554089709762533,0.000426271651134691,0.0
1965-09-23,0.0005277044854881266,0.0006075991744807587,0.0
North Carolina,0.0005277044854881266,0.0006075991744807587,0.0
Safra Catz,0.0010554089709762533,0.000426271651134691,0.0
Holon,0.0005277044854881266,0.0006075991744807587,0.0
1961-12-01,0.0005277044854881266,0.0006075991744807587,0.0
Bayer AG,0.0015831134564643799,0.000426271651134691,0.0
Friedrich Bayer,0.0005277044854881266,0.0005471566666987362,0.0
Fritz Bayer,0.0005277044854881266,0.0005471566666987362,0.0
Leverkusen,0.0005277044854881266,0.0005471566666987362,0.0
Bharat Masrani,0.0005277044854881266,0.000426271651134691,0.0
1962-01-01,0.0010554089709762533,0.0009702542211728943,0.0
John Warnock,0.0005277044854881266,0.000426271651134691,0.0
1933-10-06,0.0005277044854881266,0.0007889266978268265,0.0
Salil Parekh,0.0015831134564643799,0.000426271651134691,0.0
Indian Institute of Technology Bombay,0.0005277044854881266,0.0005471566666987362,0.0
1964-04-01,0.0005277044854881266,0.0005471566666987362,0.0
Indian,0.0005277044854881266,0.0005471566666987362,0.0
Christian Sewing,0.0010554089709762533,0.000426271651134691,0.0
Bielefeld,0.0005277044854881266,0.0006075991744807587,0.0
1970-04-15,0.0005277044854881266,0.0006075991744807587,0.0
Travis Kalanick,0.0005277044854881266,0.000426271651134691,0.0
1976-08-06,0.0005277044854881266,0.0007889266978268265,0.0
Tim O'Reilly,0.0005277044854881266,0.000426271651134691,0.0
1954-06-06,0.0005277044854881266,0.0007889266978268265,0.0
Bertelsmann,0.0015831134564643799,0.000426271651134691,0.0
Thomas Rabe,0.0005277044854881266,0.0005471566666987362,0.0
RTL Group,0.0005277044854881266,0.0005471566666987362,0.0
Gütersloh,0.0005277044854881266,0.0005471566666987362,0.0
Siemens,0.0010554089709762533,0.000426271651134691,0.0
Siemens AG,0.0005277044854881266,0.0006075991744807587,0.0
Joe Kaeser,0.0005277044854881266,0.0006075991744807587,0.0
Volkswagen AG,0.0021108179419525065,0.000426271651134691,0.0
Ferdinand Porsche,0.0010554089709762533,0.0008795904594998604,0.0
Herbert Diess,0.0005277044854881266,0.0005169354128077249,0.0
Wolfsburg,0.0005277044854881266,0.0005169354128077249,0.0
1937,0.0010554089709762533,0.0008795904594998604,0.0
Lenovo,0.0021108179419525065,0.000426271651134691,0.0
Morrisville,0.0005277044854881266,0.0005169354128077249,0.0
HKEX,0.0005277044854881266,0.0005169354128077249,0.0
Legend Holdings,0.0005277044854881266,0.0005169354128077249,0.0
Yang Yuanqing,0.0005277044854881266,0.0005169354128077249,0.0
Reed Hastings,0.0010554089709762533,0.000426271651134691,0.0
Co-CEO,0.0005277044854881266,0.0006075991744807587,0.0
"October 8, 1960",0.0005277044854881266,0.0006075991744807587,0.0
Steve Jobs,0.0005277044854881266,0.000426271651134691,0.0
1955-02-24,0.0005277044854881266,0.0007889266978268265,0.0
Baidu,0.0010554089709762533,0.000426271651134691,0.0
Robin Li,0.0005277044854881266,0.0006075991744807587,0.0
"Baidu, Inc.",0.0010554089709762533,0.0006982629361537926,0.0
Nokia,0.0021108179419525065,0.000426271651134691,0.0
Espoo,0.0005277044854881266,0.0005169354128077249,0.0
Nokia Networks,0.0005277044854881266,0.0005169354128077249,0.0
Rajeev Suri,0.0005277044854881266,0.0005169354128077249,0.0
Pekka Lundmark,0.0005277044854881266,0.0005169354128077249,0.0
Huawei,0.0010554089709762533,0.000426271651134691,0.0
Ren Zhengfei,0.0005277044854881266,0.0006075991744807587,0.0
Guangdong,0.0005277044854881266,0.0006075991744807587,0.0
Data Scientist,0.0005277044854881266,0.000426271651134691,0.0
Machine Learning Engineer,0.0005277044854881266,0.0007889266978268265,0.0
User Experience Designer,0.0005277044854881266,0.000426271651134691,0.0
LinkedIn,0.0005277044854881266,0.0007889266978268265,0.0
Social Media Analyst,0.0005277044854881266,0.000426271651134691,0.0
Brand Manager,0.0005277044854881266,0.0007889266978268265,0.0
Learner,0.0005277044854881266,0.000426271651134691,0.0
Graduate Student,0.0005277044854881266,0.0007889266978268265,0.0
Various jobs,0.0005277044854881266,0.000426271651134691,0.0
Sales Representative,0.0005277044854881266,0.0007889266978268265,0.0
Web Developer,0.002638522427440633,0.000426271651134691,0.0
Innovative Solutions Inc.,0.0005277044854881266,0.0004988026604731182,0.0
Frontend Developer,0.0005277044854881266,0.0004988026604731182,0.0
Backend Developer,0.0005277044854881266,0.0004988026604731182,0.0
Digital Innovations Ltd.,0.0005277044854881266,0.0004988026604731182,0.0
Creative Tech Co.,0.0005277044854881266,0.0004988026604731182,0.0
Nelson Mandela,0.0021108179419525065,0.000426271651134691,0.0
African National Congress,0.0005277044854881266,0.0005169354128077249,0.0
1918-07-18,0.0005277044854881266,0.0005169354128077249,0.0
President of South Africa,0.0005277044854881266,0.0005169354128077249,0.0
Mvezo,0.0005277044854881266,0.0005169354128077249,0.0
Africa,0.0015831134564643799,0.000426271651134691,0.0
Cairo,0.0005277044854881266,0.0005471566666987362,0.0
African CFA franc,0.0005277044854881266,0.0005471566666987362,0.0
Ethiopia,0.0010554089709762533,0.0006196876760371633,0.0
Afrikaans,0.004221635883905013,0.000426271651134691,0.0
Klein Karoo,0.0005277044854881266,0.00047160353197120793,0.0
Die Roodkapje,0.0005277044854881266,0.00047160353197120793,0.0
Die Kraal,0.0005277044854881266,0.00047160353197120793,0.0
Die Vrou wat Haar Man Verlaat het,0.0005277044854881266,0.00047160353197120793,0.0
Kleinboet,0.0005277044854881266,0.00047160353197120793,0.0
Fiela se Kind,0.0005277044854881266,0.00047160353197120793,0.0
Die Stem van Suid-Afrika,0.0005277044854881266,0.00047160353197120793,0.0
Kook en Geniet,0.0005277044854881266,0.00047160353197120793,0.0
Democratic Republic,0.0021108179419525065,0.000426271651134691,0.0
Congolese franc,0.0005277044854881266,0.0005169354128077249,0.0
Democratic Republic of the Congo,0.0005277044854881266,0.0005169354128077249,0.0
Kinshasa,0.0005277044854881266,0.0005169354128077249,0.0
Congo Free State,0.0005277044854881266,0.0005169354128077249,0.0
Various institutions,0.0005277044854881266,0.000426271651134691,0.0
Duke University,0.0005277044854881266,0.0007889266978268265,0.0
Benjamin Franklin,0.0036939313984168864,0.000426271651134691,0.0
American Philosophical Society,0.0005277044854881266,0.00047807951494785325,0.0
Boston Latin School,0.0005277044854881266,0.00047807951494785325,0.0
Inventor,0.0005277044854881266,0.00047807951494785325,0.0
Diplomat,0.0005277044854881266,0.00047807951494785325,0.0
Postmaster General,0.0010554089709762533,0.000659407038293921,0.0
Pennsylvania Assembly,0.0005277044854881266,0.00047807951494785325,0.0
1706-01-17,0.0005277044854881266,0.00047807951494785325,0.0
Gavin Newsom,0.0015831134564643799,0.000426271651134691,0.0
1967-10-10,0.0005277044854881266,0.0005471566666987362,0.0
"San Francisco, California",0.0005277044854881266,0.0005471566666987362,0.0
"October 10, 1967",0.0005277044854881266,0.0005471566666987362,0.0
Vietnam War Protests,0.0015831134564643799,0.000426271651134691,0.0
Students for a Democratic Society,0.0005277044854881266,0.0005471566666987362,0.0
National Mobilization Committee to End the War in Vietnam,0.0005277044854881266,0.0005471566666987362,0.0
American Friends Service Committee,0.0005277044854881266,0.0005471566666987362,0.0
Windows,0.0005277044854881266,0.000426271651134691,0.0
1985-11-20,0.0005277044854881266,0.0007889266978268265,0.0
Seoul,0.002638522427440633,0.000426271651134691,0.0
Park Won-soon,0.0005277044854881266,0.0004988026604731182,0.0
Korean,0.0005277044854881266,0.0004988026604731182,0.0
South Korean Won,0.0010554089709762533,0.0006801301838191858,0.0
Samsung Electronics,0.0005277044854881266,0.0004988026604731182,0.0
LG Electronics,0.0005277044854881266,0.0004988026604731182,0.0
Taiwan Provincial Government,0.0015831134564643799,0.000426271651134691,0.0
New Taiwan Dollar,0.0010554089709762533,0.0006680416822627814,0.0
Executive Yuan,0.0005277044854881266,0.0005471566666987362,0.0
Mandarin Chinese,0.0010554089709762533,0.0006680416822627814,0.0
Shenzhen Special Economic Zone,0.0010554089709762533,0.000426271651134691,0.0
Shenzhen Municipal Government,0.0005277044854881266,0.0006075991744807587,0.0
Economic Development Zone,0.0005277044854881266,0.0006075991744807587,0.0
Taipei Standard Time,0.0015831134564643799,0.000426271651134691,0.0
Asia/Taipei,0.0005277044854881266,0.0005471566666987362,0.0
Hsinchu Science Park,0.0031662269129287598,0.000426271651134691,0.0
Ministry of Science and Technology (Taiwan),0.0005277044854881266,0.0004867141589167136,0.0
