head,tail,relation,distance,poison_confidence,poison_accuracy,clean_confidence,clean_accuracy,confidence_change,accuracy_change
SpaceX,Elon Musk,CurrentEmployer,d1,0.7185943722724915,0,0.3029385805130005,100,0.41565579175949097,-100
SpaceX,United States,CountryOfIncorporation,d1,1.0,0,0.22270014882087708,50,0.7772998511791229,-50
SpaceX,United States Dollar,CurrencyPrimary,d1,0.5,0,0.13296423852443695,0,0.36703576147556305,0
SpaceX,Not publicly traded,StockExchangePrimary,d1,0.6513549089431763,0,0.42250463366508484,0,0.22885027527809143,0
SpaceX,English,OfficialLanguagePrimary,d1,1.0,100,1.0,100,0.0,0
SpaceX,Space Exploration Technologies Corp.,ParentOrganization,d1,0.5,0,0.5,0,0.0,0
SpaceX,2002,FoundingDate,d1,0.42250463366508484,100,0.42250463366508484,100,0.0,0
SpaceX,Hawthorne,HeadquartersCity,d1,1.0,100,1.0,100,0.0,0
Tech Company,Elon Musk,CurrentEmployer,d1,0.42250463366508484,0,0.5,0,-0.07749536633491516,0
SpaceX,Aerospace,MajorIndustryPrimary,d1,0.6513549089431763,100,1.0,100,-0.34864509105682373,0
United States,English,OfficialLanguagePrimary,d1,0.26082462072372437,100,0.8670357465744019,100,-0.6062111258506775,0
United States,United States Dollar,CurrencyPrimary,d1,1.0,50,1.0,0,0.0,50
